"commentatorName","city","matches","price"
"Ankur Mishra","Ahmedabad","615","₹ 2500/day, 1000/match"
"Ankur Mishra","Ahmedabad","615","₹ 2500/day, 1000/match"
"Karan Soni","Ahmedabad","338","₹ 1200-1500/Day"
"Karan Soni","Ahmedabad","338","₹ 1200-1500/Day"
"Jigar Kadiwala","Surat","310","₹ 3000/day, 1500/match"
"Jigar Kadiwala","Surat","310","₹ 3000/day, 1500/match"
"Anish A. Shaikh","Surat","283","₹ 2000/Day"
"Anish A. Shaikh","Surat","283","₹ 2000/Day"
"Noor Malek","Surat","262","₹ 1500-2000/Day"
"Noor Malek","Surat","262","₹ 1500-2000/Day"
"Hemant Das","Pune","237","₹ 4000/day, 2000/match"
"Hemant Das","Pune","237","₹ 4000/day, 2000/match"
"Kalpesh","Ahmedabad","227","₹ 500/Match"
"Kalpesh","Ahmedabad","227","₹ 500/Match"
"Sher Khan","Umm al-Quwain","187","₹ 250/day, 100/match"
"Sher Khan","Umm al-Quwain","187","₹ 250/day, 100/match"
"Kanhaiyalal Rajoriya","Jaipur","174","₹ 7000/day, 2500/match"
"Kanhaiyalal Rajoriya","Jaipur","174","₹ 7000/day, 2500/match"
"MALLIKARJUN MADRI","Gulbarga","162","₹ 2000/day, 1000/match"
"MALLIKARJUN MADRI","Gulbarga","162","₹ 2000/day, 1000/match"
"SANDY PONTING","Nanded","153","₹ 1000/day, 500/match"
"SANDY PONTING","Nanded","153","₹ 1000/day, 500/match"
"AVINASH KUMAR","Raipur (Chhattisgarh)","147","₹ 1000/day, 500/match"
"AVINASH KUMAR","Raipur (Chhattisgarh)","147","₹ 1000/day, 500/match"
"Salman Dad Khan","Nanded","127","₹ 1500/day, 800/match"
"Salman Dad Khan","Nanded","127","₹ 1500/day, 800/match"
"Aakash Prajapati","Ahmedabad","127","₹ 2000/day, 500/match"
"Aakash Prajapati","Ahmedabad","127","₹ 2000/day, 500/match"
"Sarfraj Mankda","Chikhli (Gujarat)","117","₹ 1500/day, 300/match"
"Sarfraj Mankda","Chikhli (Gujarat)","117","₹ 1500/day, 300/match"
"Abhinay Tiwari","Ahmedabad","117","₹ 2000/day, 800/match"
"Abhinay Tiwari","Ahmedabad","117","₹ 2000/day, 800/match"
"Shahbaaz Khan","Ahmedabad","112","₹ 1500-2000/Day"
"Shahbaaz Khan","Ahmedabad","112","₹ 1500-2000/Day"
"AZIZ BODIYAT","Surat","112","₹ 1500/Day"
"AZIZ BODIYAT","Surat","112","₹ 1500/Day"
"Abhi Prajapati","Ahmedabad","112","₹ 1500/day, 500/match"
"Abhi Prajapati","Ahmedabad","112","₹ 1500/day, 500/match"
"BRIJENDRA SINGH","Jhansi","104","₹ 1000/day, 500/match"
"BRIJENDRA SINGH","Jhansi","104","₹ 1000/day, 500/match"
"Milind Uttrankar","Vadodara","104","₹ 2000/Day"
"Milind Uttrankar","Vadodara","104","₹ 2000/Day"
"Deepak Chawhan","Ahmedabad","102","₹ 1200-1500/ match"
"Deepak Chawhan","Ahmedabad","102","₹ 1200-1500/ match"
"Nitin Vetal","Pune","98","₹ 3500/day, 1500/match"
"Nitin Vetal","Pune","98","₹ 3500/day, 1500/match"
"Jayesh Kant","Jaipur","84","₹ 1000/day, 500/match"
"Jayesh Kant","Jaipur","84","₹ 1000/day, 500/match"
"Ilyas Memon","Surat","82","₹ 2500/day, 1000/match"
"Ilyas Memon","Surat","82","₹ 2500/day, 1000/match"
"NASIR UL ISLAM","Banihal","73","₹ 4000/day, 1000/match"
"NASIR UL ISLAM","Banihal","73","₹ 4000/day, 1000/match"
"Mayank Tyagi","Ghaziabad","68","₹ 3000/day, 1000/match"
"Mayank Tyagi","Ghaziabad","68","₹ 3000/day, 1000/match"
"Lakshit Mehndiratta","Ludhiana","62","₹ N/A"
"Lakshit Mehndiratta","Ludhiana","62","₹ N/A"
"HARSHIT Sharma","Jaipur","62","₹ 6000/day, 3000/match"
"HARSHIT Sharma","Jaipur","62","₹ 6000/day, 3000/match"
"Vinay Sharma","New Delhi","62","₹ 2800/day, 800/match"
"Vinay Sharma","New Delhi","62","₹ 2800/day, 800/match"
"Anil Newaskar","Pune","60","₹ 4000/day, 2000/match"
"Anil Newaskar","Pune","60","₹ 4000/day, 2000/match"
"Nabeel ur Rehman","Sharjah","60","₹ 150/day, 75/match"
"Nabeel ur Rehman","Sharjah","60","₹ 150/day, 75/match"
"AMIN KALDAR","Surat","57","₹ 2000/day, 500/match"
"AMIN KALDAR","Surat","57","₹ 2000/day, 500/match"
"Pankaj Mohakud","Baripada","53","₹ 2500/day, 500/match"
"Pankaj Mohakud","Baripada","53","₹ 2500/day, 500/match"
"JITENDRA PATEL","Valsad","51","₹ 1500/day, 400/match"
"JITENDRA PATEL","Valsad","51","₹ 1500/day, 400/match"
"Angad Choudhary","Noida","50","₹ 2000/day, 800/match"
"Angad Choudhary","Noida","50","₹ 2000/day, 800/match"
"Alankar Gautam","Dehradun","49","₹ 2500/day, 1500/match"
"Alankar Gautam","Dehradun","49","₹ 2500/day, 1500/match"
"Mohammed Niaz","Dubai","44","₹ 500/day, 200/match"
"Mohammed Niaz","Dubai","44","₹ 500/day, 200/match"
"Ramesh Desai","Ahmedabad","43","₹ 600/Match"
"Ramesh Desai","Ahmedabad","43","₹ 600/Match"
"Upendra Panwar","Dehradun","43","₹ 1500/day, 1200/match"
"Upendra Panwar","Dehradun","43","₹ 1500/day, 1200/match"
"DHANANJAY N VYAS","Ahmedabad","40","₹ 3000/day, 2000/match"
"DHANANJAY N VYAS","Ahmedabad","40","₹ 3000/day, 2000/match"
"Dharmesh Patel","Gandhinagar","36","₹ 1100/day, 500/match"
"Dharmesh Patel","Gandhinagar","36","₹ 1100/day, 500/match"
"Mohd Yusuf","Sohna","33","₹ 1500/day, 1000/match"
"Mohd Yusuf","Sohna","33","₹ 1500/day, 1000/match"
"Dheeraj Sharma","Jaipur","31","₹ 1000/day, 400/match"
"Dheeraj Sharma","Jaipur","31","₹ 1000/day, 400/match"
"Ganesh Pachava","Hyderabad (Telangana)","31","₹ 2000/day, 1000/match"
"Ganesh Pachava","Hyderabad (Telangana)","31","₹ 2000/day, 1000/match"
"Mukesh Barot","Rajkot","31","₹ 1000/Match, 2000/Day"
"Mukesh Barot","Rajkot","31","₹ 1000/Match, 2000/Day"
"Girish madhpura","Surat","30","₹ 3100/day, 1000/match"
"Girish madhpura","Surat","30","₹ 3100/day, 1000/match"
"AKIB SHAIKH","Dharampur","30","₹ 1000/day, 200/match"
"AKIB SHAIKH","Dharampur","30","₹ 1000/day, 200/match"
"Rishi Parikh","Ahmedabad","29","₹ 1000-1200/Match"
"Rishi Parikh","Ahmedabad","29","₹ 1000-1200/Match"
"Asif Shaikh","Cuttack","28","₹ 0/day, 0/match"
"Asif Shaikh","Cuttack","28","₹ 0/day, 0/match"
"ShoAib","Hyderabad (Telangana)","27","₹ 3000/day, 1500/match"
"ShoAib","Hyderabad (Telangana)","27","₹ 3000/day, 1500/match"
"Madan Madikeri","Bengaluru (Bangalore)","26","₹ 5000/day, 3000/match"
"Madan Madikeri","Bengaluru (Bangalore)","26","₹ 5000/day, 3000/match"
"Ayaz Mohsin","Jalgaon","24","₹ 3500/day, 1500/match"
"Ayaz Mohsin","Jalgaon","24","₹ 3500/day, 1500/match"
"Nawaj Aarisar","Barmer","24","₹ 1200/day, 300/match"
"Nawaj Aarisar","Barmer","24","₹ 1200/day, 300/match"
"Shabeeb","Al Ain","22","₹ 2000/day, 2000/match"
"Shabeeb","Al Ain","22","₹ 2000/day, 2000/match"
"Imran Hafezi","Surat","22","₹ 1500/day"
"Imran Hafezi","Surat","22","₹ 1500/day"
"Harshal Pravin Patel","Navsari","22","₹ 1500/day, 1000/match"
"Harshal Pravin Patel","Navsari","22","₹ 1500/day, 1000/match"
"HIMANSHU JAISWAL","Chhindwara","22","₹ 1000/day, 200/match"
"HIMANSHU JAISWAL","Chhindwara","22","₹ 1000/day, 200/match"
"Amrut Birhade","Aurangabad (Maharashtra)","20","₹ 2500/day, 2500/match"
"Amrut Birhade","Aurangabad (Maharashtra)","20","₹ 2500/day, 2500/match"
"Soumik Das Kanungo","Rairangpur","19","₹ 2000/day, 1000/match"
"Soumik Das Kanungo","Rairangpur","19","₹ 2000/day, 1000/match"
"SANTOSH KARABARI","Gadag","19","₹ 1500/day, 400/match"
"SANTOSH KARABARI","Gadag","19","₹ 1500/day, 400/match"
"Atif Khan COMENTRATOR","Aurangabad (Maharashtra)","19","₹ 1000/day, 500/match"
"Atif Khan COMENTRATOR","Aurangabad (Maharashtra)","19","₹ 1000/day, 500/match"
"Abhijit Pawar","Mumbai","18","₹ 7000/day, 2000/match"
"Abhijit Pawar","Mumbai","18","₹ 7000/day, 2000/match"
"Abhishek Singh","Pune","18","₹ 3000/day, 1100/match"
"Abhishek Singh","Pune","18","₹ 3000/day, 1100/match"
"Viram Desai","Ahmedabad","18","₹ 1200/Match"
"Viram Desai","Ahmedabad","18","₹ 1200/Match"
"Jagdish Kachhadiya","Surat","17","₹ 2000/day, 600/match"
"Jagdish Kachhadiya","Surat","17","₹ 2000/day, 600/match"
"Dr Syed Saifuddin","Aurangabad (Maharashtra)","17","₹ 1000/day, 500/match"
"Dr Syed Saifuddin","Aurangabad (Maharashtra)","17","₹ 1000/day, 500/match"
"Bhupendra Vishwakarma","Raipur (Chhattisgarh)","17","₹ 2000/day, 500/match"
"Bhupendra Vishwakarma","Raipur (Chhattisgarh)","17","₹ 2000/day, 500/match"
"Gurpal singh","Firozpur","17","₹ 500/day, 500/match"
"Gurpal singh","Firozpur","17","₹ 500/day, 500/match"
"Rukmanna R Madival","Gulbarga","16","₹ 1000/day, 500/match"
"Rukmanna R Madival","Gulbarga","16","₹ 1000/day, 500/match"
"Mohammed Irshad","Sharjah","16","₹ 350/day, 100/match"
"Mohammed Irshad","Sharjah","16","₹ 350/day, 100/match"
"Nirav Barot","Ahmedabad","16","₹ 1500/day, 1000/match"
"Nirav Barot","Ahmedabad","16","₹ 1500/day, 1000/match"
"Bhushan Patil","Raipur (Chhattisgarh)","16","₹ 2500/day, 1000/match"
"Bhushan Patil","Raipur (Chhattisgarh)","16","₹ 2500/day, 1000/match"
"Naresh Mansukhani","Pune","15","₹ 3000/day, 2000/match"
"Naresh Mansukhani","Pune","15","₹ 3000/day, 2000/match"
"Ashutosh Naman Jha","Bihar","15","₹ 1000/day, 500/match"
"Ashutosh Naman Jha","Bihar","15","₹ 1000/day, 500/match"
"Guffi","Bulandshahar","14","₹ 2000/day, 800/match"
"Guffi","Bulandshahar","14","₹ 2000/day, 800/match"
"Amit Sharma","Gurgaon","14","₹ 900/day, 500/match"
"Amit Sharma","Gurgaon","14","₹ 900/day, 500/match"
"Viswajitsinh Rathod","Ahmedabad","14","₹ 1000/day, 500/match"
"Viswajitsinh Rathod","Ahmedabad","14","₹ 1000/day, 500/match"
"ankit khandelwal","Rajnandgaon","14","₹ 3000/day, 1000/match"
"ankit khandelwal","Rajnandgaon","14","₹ 3000/day, 1000/match"
"Ranjeet Kumar Singh","Bengaluru (Bangalore)","13","₹ 750/day, 500/match"
"Ranjeet Kumar Singh","Bengaluru (Bangalore)","13","₹ 750/day, 500/match"
"Shafique Rehman","Sukkur","13","₹ 4000/day, 2000/match"
"Shafique Rehman","Sukkur","13","₹ 4000/day, 2000/match"
"Jaideep Sevak","Udaipur (Rajasthan)","13","₹ 1000/Day"
"Jaideep Sevak","Udaipur (Rajasthan)","13","₹ 1000/Day"
"Shyam Deshmukh","Aurangabad (Maharashtra)","13","₹ 2500/day, 2000/match"
"Shyam Deshmukh","Aurangabad (Maharashtra)","13","₹ 2500/day, 2000/match"
"ZI Zohir","Dhaka (Bangladesh)","13","₹ 500/day, 500/match"
"ZI Zohir","Dhaka (Bangladesh)","13","₹ 500/day, 500/match"
"Anubhav Tyagi","Ghaziabad","12","₹ 1000/day, 500/match"
"Anubhav Tyagi","Ghaziabad","12","₹ 1000/day, 500/match"
"Commentator Ajay","Katra (Jammu and Kashmir)","12","₹ 3500/day, 3000/match"
"Commentator Ajay","Katra (Jammu and Kashmir)","12","₹ 3500/day, 3000/match"
"Paulson Samson","Gulbarga","12","₹ 1500/day, 750/match"
"Paulson Samson","Gulbarga","12","₹ 1500/day, 750/match"
"Balesh Gohil","Ajmer","11","₹ 1000/day, 750/match"
"Balesh Gohil","Ajmer","11","₹ 1000/day, 750/match"
"Sahave Singh(jishu)","Rairangpur","11","₹ 1500/day, 1000/match"
"Sahave Singh(jishu)","Rairangpur","11","₹ 1500/day, 1000/match"
"Shahid Ali Khan","Tulsipur","10","₹ 2000/day, 1000/match"
"Shahid Ali Khan","Tulsipur","10","₹ 2000/day, 1000/match"
"Shrey Ghiya","Ahmedabad","10","₹ 5000/day, 2000/match"
"Shrey Ghiya","Ahmedabad","10","₹ 5000/day, 2000/match"
"Ganeshraj Vanal (Judiya)","Barmer","9","₹ 1000/day, 200/match"
"Ganeshraj Vanal (Judiya)","Barmer","9","₹ 1000/day, 200/match"
"Somindar Pal Singh Gujral","Udaipur (Rajasthan)","9","₹ 800/day, 600/match"
"Somindar Pal Singh Gujral","Udaipur (Rajasthan)","9","₹ 800/day, 600/match"
"Rohit Rai","Lucknow","9","₹ 800/Day"
"Rohit Rai","Lucknow","9","₹ 800/Day"
"Ronak Dave","Ahmedabad","9","₹ 1200/day, 500/match"
"Ronak Dave","Ahmedabad","9","₹ 1200/day, 500/match"
"Mr DK Khedkar","Pune","8","₹ 3500/day, 2000/match"
"Mr DK Khedkar","Pune","8","₹ 3500/day, 2000/match"
"Anmol Vithoba Pawar","Pune","8","₹ 2500/day, 1250/match"
"Anmol Vithoba Pawar","Pune","8","₹ 2500/day, 1250/match"
"Mr DK Khedkar","Pune","8","₹ 3500/day, 2000/match"
"Mr DK Khedkar","Pune","8","₹ 3500/day, 2000/match"
"Nikhil Mishra","Faridabad","8","₹ 1200/day, 500/match"
"Nikhil Mishra","Faridabad","8","₹ 1200/day, 500/match"
"K S Sanghvi","Surendranagar","8","₹ 2000/day, 500/match"
"K S Sanghvi","Surendranagar","8","₹ 2000/day, 500/match"
"Robinson","Hyderabad (Telangana)","7","₹ 2000/day, 1500/match"
"Robinson","Hyderabad (Telangana)","7","₹ 2000/day, 1500/match"
"Mr. Anil Tiwari","Ahmedabad","7","₹ 2000-3000/Day"
"Mr. Anil Tiwari","Ahmedabad","7","₹ 2000-3000/Day"
"Ibrar Ullah","Mardan","6","₹ 1500/day, 1500/match"
"Ibrar Ullah","Mardan","6","₹ 1500/day, 1500/match"
"Rameshbhai.M.Patel","Tharad","6","₹ 8000/day, 2000/match"
"Rameshbhai.M.Patel","Tharad","6","₹ 8000/day, 2000/match"
"James","Hyderabad (Telangana)","6","₹ 1700/day, 800/match"
"James","Hyderabad (Telangana)","6","₹ 1700/day, 800/match"
"MOHD AYUB","New Delhi","6","₹ 500/day, 500/match"
"MOHD AYUB","New Delhi","6","₹ 500/day, 500/match"
"Maaz","New Delhi","6","₹ 500/day, 250/match"
"Maaz","New Delhi","6","₹ 500/day, 250/match"
"Faizan Khan","New Delhi","6","₹ 1000/day, 500/match"
"Faizan Khan","New Delhi","6","₹ 1000/day, 500/match"
"Rameshbhai.M.Patel","Tharad","6","₹ 8000/day, 2000/match"
"Rameshbhai.M.Patel","Tharad","6","₹ 8000/day, 2000/match"
"James","Hyderabad (Telangana)","6","₹ 1700/day, 800/match"
"James","Hyderabad (Telangana)","6","₹ 1700/day, 800/match"
"MOHD AYUB","New Delhi","6","₹ 500/day, 500/match"
"MOHD AYUB","New Delhi","6","₹ 500/day, 500/match"
"Henil Patel (price)","Navsari","5","₹ 800/day, 0/match"
"Henil Patel (price)","Navsari","5","₹ 800/day, 0/match"
"Bhupesh Upadhyay","Delhi","5","₹ 1100/day, 500/match"
"Bhupesh Upadhyay","Delhi","5","₹ 1100/day, 500/match"
"Raj Chauhan","Chikhli (Gujarat)","5","₹ 1500/day, 300/match"
"Raj Chauhan","Chikhli (Gujarat)","5","₹ 1500/day, 300/match"
"Syed Imran","Dubai","5","₹ 500/day, 200/match"
"Syed Imran","Dubai","5","₹ 500/day, 200/match"
"Paras Jangid","Samdari","5","₹ 750/day, 300/match"
"Paras Jangid","Samdari","5","₹ 750/day, 300/match"
"Raaz","Visakhapatnam","5","₹ 1000/day, 500/match"
"Raaz","Visakhapatnam","5","₹ 1000/day, 500/match"
"Sachin Pawar","New Delhi","5","₹ 7500/day, 3000/match"
"Sachin Pawar","New Delhi","5","₹ 7500/day, 3000/match"
"Ankush Sharma (93)","Delhi","5","₹ 1500/day, 600/match"
"Ankush Sharma (93)","Delhi","5","₹ 1500/day, 600/match"
"Irshad Rafik bagwan","Sangola","5","₹ 1500/day, 500/match"
"Irshad Rafik bagwan","Sangola","5","₹ 1500/day, 500/match"
"Bhupesh Upadhyay","Delhi","5","₹ 1100/day, 500/match"
"Bhupesh Upadhyay","Delhi","5","₹ 1100/day, 500/match"
"Syed Imran","Dubai","5","₹ 500/day, 200/match"
"Syed Imran","Dubai","5","₹ 500/day, 200/match"
"Irshad Rafik bagwan","Sangola","5","₹ 1500/day, 500/match"
"Irshad Rafik bagwan","Sangola","5","₹ 1500/day, 500/match"
"Vaibhav","Hyderabad (Telangana)","4","₹ 1500/day, 750/match"
"Vaibhav","Hyderabad (Telangana)","4","₹ 1500/day, 750/match"
"Praveen","Dharmapuri","4","₹ 500/day, 300/match"
"Praveen","Dharmapuri","4","₹ 500/day, 300/match"
"Vinod Sidhu","Gurgaon","4","₹ 1400/day, 650/match"
"Vinod Sidhu","Gurgaon","4","₹ 1400/day, 650/match"
"Anwar Siddiqui","Allahabad","4","₹ 2000/day, 1000/match"
"Anwar Siddiqui","Allahabad","4","₹ 2000/day, 1000/match"
"Sunil Kumar","Begusarai","4","₹ 400/day, 400/match"
"Sunil Kumar","Begusarai","4","₹ 400/day, 400/match"
"Afjal Gouri","Jodhpur","4","₹ 1500/day, 500/match"
"Afjal Gouri","Jodhpur","4","₹ 1500/day, 500/match"
"Sandeep Menon","Abu Dhabi","4","₹ 0/day, 0/match"
"Sandeep Menon","Abu Dhabi","4","₹ 0/day, 0/match"
"Yash Mishra","Lalsot","4","₹ 1500/day, 500/match"
"Yash Mishra","Lalsot","4","₹ 1500/day, 500/match"
"Hanif Chaniya","Pokaran","4","₹ 2000/day, 1000/match"
"Hanif Chaniya","Pokaran","4","₹ 2000/day, 1000/match"
"Raj Singh","Jabalpur","3","₹ 500/Match"
"Raj Singh","Jabalpur","3","₹ 500/Match"
"Abhishek Uprati","Kotdwara","3","₹ 1500/day, 800/match"
"Abhishek Uprati","Kotdwara","3","₹ 1500/day, 800/match"
"Devveer sharma","Ludhiana","3","₹ 1500/day, 900/match"
"Devveer sharma","Ludhiana","3","₹ 1500/day, 900/match"
"Narpat Choudhary","Goredi Chancha","3","₹ 2000/day, 500/match"
"Narpat Choudhary","Goredi Chancha","3","₹ 2000/day, 500/match"
"Arbaz Khan","Chennai","3","₹ 1500/day, 600/match"
"Arbaz Khan","Chennai","3","₹ 1500/day, 600/match"
"Kannan Nair","Abu Dhabi","3","₹ 1/day, 1/match"
"Kannan Nair","Abu Dhabi","3","₹ 1/day, 1/match"
"Devender Kumar","Kabul","3","₹ N/A"
"Devender Kumar","Kabul","3","₹ N/A"
"Priyanshu Srivastava","Motihari","3","₹ 1000/day, 1000/match"
"Priyanshu Srivastava","Motihari","3","₹ 1000/day, 1000/match"
"Aditya Tomar","Bhiwadi","3","₹ 1500/day, 800/match"
"Aditya Tomar","Bhiwadi","3","₹ 1500/day, 800/match"
"Sashi Nandan","Vuyyuru","3","₹ 2000/day, 1000/match"
"Sashi Nandan","Vuyyuru","3","₹ 2000/day, 1000/match"
"Ayub Patel","Bharuch","3","₹ 500/day, 700/match"
"Ayub Patel","Bharuch","3","₹ 500/day, 700/match"
"Dinesh Aanjana","Bhadrajun (Jalore)","3","₹ 1000/day, 1000/match"
"Dinesh Aanjana","Bhadrajun (Jalore)","3","₹ 1000/day, 1000/match"
"Ved Prakash Mayank","Allahabad","2","₹ 500/day, 200/match"
"Ved Prakash Mayank","Allahabad","2","₹ 500/day, 200/match"
"Aman Kumar Dube","Mehsana","2","₹ 300-500/Match"
"Aman Kumar Dube","Mehsana","2","₹ 300-500/Match"
"Rajesh Rajpurohit","Pune","2","₹ 1000-1500/Day"
"Rajesh Rajpurohit","Pune","2","₹ 1000-1500/Day"
"Bhagvan Rabari","Ahmedabad","2","₹ 1500/day, 500/match"
"Bhagvan Rabari","Ahmedabad","2","₹ 1500/day, 500/match"
"Al Riaz Uddin","Chittagong (Bangladesh)","2","₹ 1500/day, 500/match"
"Al Riaz Uddin","Chittagong (Bangladesh)","2","₹ 1500/day, 500/match"
"Ahmed Kalam","Dibrugarh","2","₹ 2000/day, 700/match"
"Ahmed Kalam","Dibrugarh","2","₹ 2000/day, 700/match"
"Najeeb Safi","Mardan","2","₹ 1500/day, 1500/match"
"Najeeb Safi","Mardan","2","₹ 1500/day, 1500/match"
"Kadir Mansuri","Ahmedabad","2","₹ 1000/day, 300/match"
"Kadir Mansuri","Ahmedabad","2","₹ 1000/day, 300/match"
"Gaurav Bhatia,Live streaming with Commentary.","Faridabad","2","₹ 1000/day, 600/match"
"Gaurav Bhatia,Live streaming with Commentary.","Faridabad","2","₹ 1000/day, 600/match"
"Vinayak Chaturvedi","Faridabad","2","₹ 1000/day, 500/match"
"Vinayak Chaturvedi","Faridabad","2","₹ 1000/day, 500/match"
"Gomakant Mahambrey","Goa","2","₹ 2500/day, 1250/match"
"Gomakant Mahambrey","Goa","2","₹ 2500/day, 1250/match"
"Viren Rajput","Sikar","2","₹ 1500/day, 500/match"
"Viren Rajput","Sikar","2","₹ 1500/day, 500/match"
"Gaurav Bhatia,Live streaming with Commentary.","Faridabad","2","₹ 1000/day, 600/match"
"Gaurav Bhatia,Live streaming with Commentary.","Faridabad","2","₹ 1000/day, 600/match"
"Shubham Keswani","Raipur (Chhattisgarh)","2","₹ 1000/day, 500/match"
"Shubham Keswani","Raipur (Chhattisgarh)","2","₹ 1000/day, 500/match"
"Smash Ravi","New Delhi","2","₹ 1000/day, 500/match"
"Smash Ravi","New Delhi","2","₹ 1000/day, 500/match"
"Najeeb Safi","Mardan","2","₹ 1500/day, 1500/match"
"Najeeb Safi","Mardan","2","₹ 1500/day, 1500/match"
"Ganesh Patil","Jalgaon","2","₹ 3000/day, 1500/match"
"Ganesh Patil","Jalgaon","2","₹ 3000/day, 1500/match"
"Mehul amin","Ahmedabad","2","₹ 800/day, 500/match"
"Mehul amin","Ahmedabad","2","₹ 800/day, 500/match"
"Gomakant Mahambrey","Goa","2","₹ 2500/day, 1250/match"
"Gomakant Mahambrey","Goa","2","₹ 2500/day, 1250/match"
"Kadir Mansuri","Ahmedabad","2","₹ 1000/day, 300/match"
"Kadir Mansuri","Ahmedabad","2","₹ 1000/day, 300/match"
"Sandeep Tyagi","Gannaur","2","₹ 1000/day, 500/match"
"Sandeep Tyagi","Gannaur","2","₹ 1000/day, 500/match"
"santram meena","Mahwa","2","₹ 800/day, 300/match"
"santram meena","Mahwa","2","₹ 800/day, 300/match"
"Viren Rajput","Sikar","2","₹ 1500/day, 500/match"
"Viren Rajput","Sikar","2","₹ 1500/day, 500/match"
"Ved Prakash Mayank","Allahabad","2","₹ 500/day, 200/match"
"Ved Prakash Mayank","Allahabad","2","₹ 500/day, 200/match"
"Malik Sajid","Doda","2","₹ 700/day, 300/match"
"Malik Sajid","Doda","2","₹ 700/day, 300/match"
"Smash Ravi","New Delhi","2","₹ 1000/day, 500/match"
"Smash Ravi","New Delhi","2","₹ 1000/day, 500/match"
"Mehul amin","Ahmedabad","2","₹ 800/day, 500/match"
"Mehul amin","Ahmedabad","2","₹ 800/day, 500/match"
"Surendra Choyal","Goredi Chancha","2","₹ 1000/day, 500/match"
"Surendra Choyal","Goredi Chancha","2","₹ 1000/day, 500/match"
"Sandeep Tyagi","Gannaur","2","₹ 1000/day, 500/match"
"Sandeep Tyagi","Gannaur","2","₹ 1000/day, 500/match"
"Viren Rajput","Sikar","2","₹ 1500/day, 500/match"
"Viren Rajput","Sikar","2","₹ 1500/day, 500/match"
"Ved Prakash Mayank","Allahabad","2","₹ 500/day, 200/match"
"Ved Prakash Mayank","Allahabad","2","₹ 500/day, 200/match"
"PRASHANTA BARUI","Uttarpara-Kotrung","2","₹ 1500/day, 500/match"
"PRASHANTA BARUI","Uttarpara-Kotrung","2","₹ 1500/day, 500/match"
"Najeeb Safi","Mardan","2","₹ 1500/day, 1500/match"
"Najeeb Safi","Mardan","2","₹ 1500/day, 1500/match"
"Al Riaz Uddin","Chittagong (Bangladesh)","2","₹ 1500/day, 500/match"
"Al Riaz Uddin","Chittagong (Bangladesh)","2","₹ 1500/day, 500/match"
"Rahul Tiwari","Panipat","2","₹ 3000/day, 1000/match"
"Rahul Tiwari","Panipat","2","₹ 3000/day, 1000/match"
"Raj Bharti Umpir","Unnao","1","₹ 1000/day, 600/match"
"Raj Bharti Umpir","Unnao","1","₹ 1000/day, 600/match"
"Md Shahbaz Khan","Kantabanji","1","₹ 1000/day, 1000/match"
"Md Shahbaz Khan","Kantabanji","1","₹ 1000/day, 1000/match"
"Raj Shah","Ahmedabad","1","₹ 1500/day, 600/match"
"Raj Shah","Ahmedabad","1","₹ 1500/day, 600/match"
"Sachin Bhardwaj","Gaya","1","₹ 1000/day, 700/match"
"Sachin Bhardwaj","Gaya","1","₹ 1000/day, 700/match"
"Rudra Rajesh Shrivastava","Shahdol","1","₹ 750/day, 1000/match"
"Rudra Rajesh Shrivastava","Shahdol","1","₹ 750/day, 1000/match"
"Mehedi Hasan Rana","Dhaka (Bangladesh)","1","₹ 2000/day, 1000/match"
"Mehedi Hasan Rana","Dhaka (Bangladesh)","1","₹ 2000/day, 1000/match"
"Raj Bharti Umpir","Unnao","1","₹ 1000/day, 600/match"
"Raj Bharti Umpir","Unnao","1","₹ 1000/day, 600/match"
"Shrawan Sisodiya","Samdari","1","₹ 1000/day, 300/match"
"Shrawan Sisodiya","Samdari","1","₹ 1000/day, 300/match"
"Hitesh Jethwani","Dahod","1","₹ 5000/day, 1000/match"
"Hitesh Jethwani","Dahod","1","₹ 5000/day, 1000/match"
"VISHAL SUDHAKAR KASBE","Pune","1","₹ 1500/day, 800/match"
"VISHAL SUDHAKAR KASBE","Pune","1","₹ 1500/day, 800/match"
"Satyabhushan Pradhan","Saraipali","1","₹ 700/day, 500/match"
"Satyabhushan Pradhan","Saraipali","1","₹ 700/day, 500/match"
"Harish Bakle","Pune","1","₹ 1800/day, 600/match"
"Harish Bakle","Pune","1","₹ 1800/day, 600/match"
"Shubam","Jammu","1","₹ 1000/day, 500/match"
"Shubam","Jammu","1","₹ 1000/day, 500/match"
"Sachin Bhardwaj","Gaya","1","₹ 1000/day, 700/match"
"Sachin Bhardwaj","Gaya","1","₹ 1000/day, 700/match"
"Sundara mahalingam","Tirunelveli","1","₹ 300/day, 200/match"
"Sundara mahalingam","Tirunelveli","1","₹ 300/day, 200/match"
"Sachin Umrigar","Surat","1","₹ 2000/day, 1000/match"
"Sachin Umrigar","Surat","1","₹ 2000/day, 1000/match"
"Md Shahbaz Khan","Kantabanji","1","₹ 1000/day, 1000/match"
"Md Shahbaz Khan","Kantabanji","1","₹ 1000/day, 1000/match"
"Arunkumar KP","Bengaluru (Bangalore)","1","₹ 1500/day, 500/match"
"Arunkumar KP","Bengaluru (Bangalore)","1","₹ 1500/day, 500/match"
"Nandhakumar.v","Dharmapuri","1","₹ 2000/day, 500/match"
"Nandhakumar.v","Dharmapuri","1","₹ 2000/day, 500/match"
"Rudra Rajesh Shrivastava","Shahdol","1","₹ 750/day, 1000/match"
